FID_1,FID_1_1,FID_,FID_base_t,x_s,y_s,x_e,y_e,FID_2,OBJECTID,FID_市界,NAME,ADMINCODE,KIND,CITYCODE,PROVINCENA,FID_gis_os,osm_id,code,fclass,name_1,ref,oneway,maxspeed,layer,bridge,tunnel,road_len
2279,1169,1169,5311,113.3158207840 ,23.1195413505 ,113.3158884460 ,23.1224697287 ,38864,43359,1,,440183,137,440100,4??,1764791,526242004,5114,secondary,华夏路, ,F,0,0,F,F,257.7514002
2280,975,975,5139,113.3158815000 ,23.1218863793 ,113.3163076270 ,23.1218683783 ,38865,43360,1,,440183,137,440100,4??,1764792,526242005,5114,secondary,华夏路, ,F,0,0,F,F,0.663839801
2281,958,958,5144,113.3174113600 ,23.1218223991 ,113.3185989230 ,23.1217000861 ,38866,43361,1,,440183,137,440100,4??,1764793,526242006,5113,primary,花城大道, ,F,0,0,F,F,78.39458637
2282,966,966,5144,113.3174113600 ,23.1218223991 ,113.3185989230 ,23.1217000861 ,38866,43361,1,,440183,137,440100,4??,1764793,526242006,5113,primary,花城大道, ,F,0,0,F,F,78.39458637
2283,276,276,4995,113.3257795120 ,23.1159457047 ,113.3251318380 ,23.1160270092 ,38867,43362,1,,440183,137,440100,4??,1764794,526242009,5114,secondary,临江大道, ,F,0,0,F,F,66.42852989
2284,731,731,10346,113.3379917130 ,23.1199475631 ,113.3383959300 ,23.1199429299 ,38869,43364,1,,440183,137,440100,4??,1764796,526242012,5114,secondary,马场路, ,F,0,0,F,F,0.360768382
2285,715,715,10351,113.3414111810 ,23.1197297012 ,113.3419751230 ,23.1196887194 ,38870,43365,1,,440183,137,440100,4??,1764797,526242013,5113,primary,花城大道, ,F,0,0,F,F,56.63448792
2286,721,721,10350,113.3408552300 ,23.1197650759 ,113.3414111810 ,23.1197297012 ,38870,43365,1,,440183,137,440100,4??,1764797,526242013,5113,primary,花城大道, ,F,0,0,F,F,19.40463077
2287,722,722,10349,113.3406645910 ,23.1197749120 ,113.3408552300 ,23.1197650759 ,38870,43365,1,,440183,137,440100,4??,1764797,526242013,5113,primary,花城大道, ,F,0,0,F,F,111.6923511
2288,727,727,10348,113.3395686770 ,23.1198512463 ,113.3406645910 ,23.1197749120 ,38870,43365,1,,440183,137,440100,4??,1764797,526242013,5113,primary,花城大道, ,F,0,0,F,F,119.6103988
2289,705,705,5493,113.3422645630 ,23.1199532008 ,113.3422256550 ,23.1196653868 ,38875,43370,1,,440183,137,440100,4??,1764802,526242018,5113,primary,花城大道, ,F,0,0,F,F,6.91132787
2290,735,735,5493,113.3422645630 ,23.1199532008 ,113.3422256550 ,23.1196653868 ,38875,43370,1,,440183,137,440100,4??,1764802,526242018,5113,primary,花城大道, ,F,0,0,F,F,6.91132787
2291,736,736,5029,113.3423324360 ,23.1199492828 ,113.3422645630 ,23.1199532008 ,38875,43370,1,,440183,137,440100,4??,1764802,526242018,5113,primary,花城大道, ,F,0,0,F,F,30.8591485
2292,758,758,5030,113.3422645630 ,23.1199532008 ,113.3386623990 ,23.1201731525 ,38875,43370,1,,440183,137,440100,4??,1764802,526242018,5113,primary,花城大道, ,F,0,0,F,F,6.91132787
2293,765,765,5481,113.3423324360 ,23.1199492828 ,113.3423863160 ,23.1202256752 ,38875,43370,1,,440183,137,440100,4??,1764802,526242018,5113,primary,花城大道, ,F,0,0,F,F,30.8591485
2294,764,764,5032,113.3382511920 ,23.1202063854 ,113.3379916940 ,23.1202239504 ,38876,43371,1,,440183,137,440100,4??,1764803,526242019,5113,primary,花城大道, ,F,0,0,F,F,26.44302918
2295,1377,1377,5103,113.3380453730 ,23.1233964608 ,113.3380603000 ,23.1240484687 ,38877,43372,1,,440183,137,440100,4??,1764804,526242020,5114,secondary,马场路, ,F,0,0,F,F,321.3843951
2296,1407,1407,5104,113.3380603000 ,23.1240484687 ,113.3380602750 ,23.1244126209 ,38877,43372,1,,440183,137,440100,4??,1764804,526242020,5114,secondary,马场路, ,F,0,0,F,F,71.65685429
2297,1444,1444,5561,113.3380682490 ,23.1245727413 ,113.3379155360 ,23.1247026667 ,38877,43372,1,,440183,137,440100,4??,1764804,526242020,5114,secondary,马场路, ,F,0,0,F,F,0.421313038
2298,1468,1468,5561,113.3380682490 ,23.1245727413 ,113.3379155360 ,23.1247026667 ,38877,43372,1,,440183,137,440100,4??,1764804,526242020,5114,secondary,马场路, ,F,0,0,F,F,0.421313038
2299,1557,1557,8278,113.3324183820 ,23.1250674951 ,113.3323116040 ,23.1249570403 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,16.28011466
2300,1568,1568,8277,113.3324712730 ,23.1251207742 ,113.3324183820 ,23.1250674951 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,4.465919902
2301,1574,1574,8276,113.3324792540 ,23.1251607430 ,113.3324712730 ,23.1251207742 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,4.465919902
2302,1576,1576,8275,113.3324792510 ,23.1252046252 ,113.3324792540 ,23.1251607430 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,4.821639598
2303,1589,1589,8274,113.3324792470 ,23.1252542051 ,113.3324792510 ,23.1252046252 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.447683523
2304,1612,1612,8273,113.3324712540 ,23.1253876660 ,113.3324792470 ,23.1252542051 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,17.5951329
2305,1649,1649,8272,113.3324712430 ,23.1255478011 ,113.3324712540 ,23.1253876660 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,11.10404238
2306,1677,1677,8271,113.3324712370 ,23.1256488601 ,113.3324712430 ,23.1255478011 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,9.872669918
2307,1696,1696,8270,113.3324792140 ,23.1257384088 ,113.3324712370 ,23.1256488601 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,9.872669918
2308,1726,1726,8269,113.3325091470 ,23.1258452094 ,113.3324792140 ,23.1257384088 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,23.05427664
2309,1786,1786,8268,113.3325630250 ,23.1260490257 ,113.3325091470 ,23.1258452094 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,23.05427664
2310,1853,1853,8267,113.3326009370 ,23.1262186859 ,113.3325630250 ,23.1260490257 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,19.03566642
2311,1897,1897,8266,113.3326468330 ,23.1263959280 ,113.3326009370 ,23.1262186859 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,20.02548991
2312,1943,1943,8265,113.3326847430 ,23.1266093705 ,113.3326468330 ,23.1263959280 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,15.51207945
2313,1987,1987,8264,113.3326917190 ,23.1267504003 ,113.3326847430 ,23.1266093705 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,38.88916619
2314,2029,2029,8263,113.3326996780 ,23.1271146379 ,113.3326917190 ,23.1267504003 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,1.464806781
2315,2032,2032,8263,113.3326996780 ,23.1271146379 ,113.3326917190 ,23.1267504003 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,1.464806781
2316,2037,2037,8262,113.3326766800 ,23.1277686163 ,113.3326996780 ,23.1271146379 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,70.42998998
2317,2038,2038,8292,113.3326996770 ,23.1271279325 ,113.3311847210 ,23.1272242417 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,0.04763808
2318,2051,2051,8292,113.3326996770 ,23.1271279325 ,113.3311847210 ,23.1272242417 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,0.04763808
2319,2122,2122,8262,113.3326766800 ,23.1277686163 ,113.3326996780 ,23.1271146379 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,70.42998998
2320,2262,2262,8261,113.3326466790 ,23.1286533149 ,113.3326766800 ,23.1277686163 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.865016338
2321,2272,2272,8260,113.3326466760 ,23.1287066933 ,113.3326466790 ,23.1286533149 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.865016338
2322,2278,2278,8259,113.3326307050 ,23.1287506055 ,113.3326466760 ,23.1287066933 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.090554235
2323,2282,2282,8258,113.3326307030 ,23.1287848917 ,113.3326307050 ,23.1287506055 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,3.767229101
2324,2291,2291,8257,113.3326077460 ,23.1288211201 ,113.3326307030 ,23.1287848917 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.65913425
2325,2299,2299,8256,113.3325927730 ,23.1288707281 ,113.3326077460 ,23.1288211201 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,5.65913425
2326,2309,2309,8255,113.3325628290 ,23.1289241627 ,113.3325927730 ,23.1288707281 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,8.294479279
2327,2316,2316,8254,113.3325249010 ,23.1289910068 ,113.3325628290 ,23.1289241627 ,39421,44155,1,,440183,137,440100,4??,1835556,536906827,5115,tertiary,海乐路, ,F,0,0,F,F,8.294479279
2328,1562,1562,8230,113.3325700790 ,23.1250500176 ,113.3325471220 ,23.1250977413 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,8.373410881
2329,1570,1570,8231,113.3325471220 ,23.1250977413 ,113.3325401340 ,23.1251301413 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,5.739305875
2330,1573,1573,8232,113.3325401340 ,23.1251301413 ,113.3325401320 ,23.1251606289 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,3.349886464
2331,1611,1611,8233,113.3325401320 ,23.1251606289 ,113.3325251460 ,23.1253875649 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,3.349886464
2332,1648,1648,8234,113.3325251460 ,23.1253875649 ,113.3325321210 ,23.1255476869 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,24.98148155
2333,1674,1674,8235,113.3325321210 ,23.1255476869 ,113.3325321150 ,23.1256449475 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,17.60796705
2334,1695,1695,8236,113.3325321150 ,23.1256449475 ,113.3325400920 ,23.1257344962 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,9.87267043
2335,1721,1721,8237,113.3325400920 ,23.1257344962 ,113.3325630400 ,23.1258317138 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,9.87267043
2336,1780,1780,8238,113.3325630400 ,23.1258317138 ,113.3326079360 ,23.1260356469 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,22.86728093
2337,1851,1851,8239,113.3326079360 ,23.1260356469 ,113.3326618160 ,23.1262090756 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,19.82682721
2338,1893,1893,8240,113.3326618160 ,23.1262090756 ,113.3326997280 ,23.1263862328 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,19.84304761
2339,1939,1939,8241,113.3326997280 ,23.1263862328 ,113.3327376370 ,23.1265997752 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,23.77748432
2340,1986,1986,8242,113.3327376370 ,23.1265997752 ,113.3327525970 ,23.1267502862 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,23.77748432
2341,2027,2027,8243,113.3327525970 ,23.1267502862 ,113.3327525720 ,23.1271145388 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,16.60736066
2342,2031,2031,8243,113.3327525970 ,23.1267502862 ,113.3327525720 ,23.1271145388 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,16.60736066
2343,2251,2251,8245,113.3327525630 ,23.1272536825 ,113.3327075620 ,23.1285902263 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,146.9256657
2344,2268,2268,8246,113.3327075620 ,23.1285902263 ,113.3327145400 ,23.1286970700 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,11.76097958
2345,2275,2275,8247,113.3327145400 ,23.1286970700 ,113.3327145380 ,23.1287237592 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,11.76097958
2346,2280,2280,8248,113.3327145380 ,23.1287237592 ,113.3327374900 ,23.1287542039 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,2.932508043
2347,2288,2288,8249,113.3327374900 ,23.1287542039 ,113.3327604410 ,23.1288075394 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,4.077991695
2348,2292,2292,8250,113.3327604410 ,23.1288075394 ,113.3327913770 ,23.1288341706 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,4.294818829
2349,2313,2313,8251,113.3327913770 ,23.1288341706 ,113.3328971560 ,23.1289579225 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,17.33313338
2350,2318,2318,8252,113.3328971560 ,23.1289579225 ,113.3329809840 ,23.1290244387 ,39422,44156,1,,440183,137,440100,4??,1835557,536906828,5115,tertiary,海乐路, ,F,0,0,F,F,17.33313338
2351,167,167,8662,113.3498493060 ,23.1147430669 ,113.3496367160 ,23.1140722877 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,135.8815252
2352,237,237,74,113.3498802530 ,23.1147334206 ,113.3502685100 ,23.1159206055 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,76.22395995
2353,241,241,8661,113.3502305740 ,23.1159283636 ,113.3498493060 ,23.1147430669 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,135.8815252
2354,294,294,75,113.3502685100 ,23.1159206055 ,113.3503214070 ,23.1161112420 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,136.2843452
2355,295,295,8660,113.3502834710 ,23.1161151017 ,113.3502305740 ,23.1159283636 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,21.21117658
2356,328,328,76,113.3503214070 ,23.1161112420 ,113.3504132250 ,23.1164923379 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,21.62581344
2357,331,331,8659,113.3503752890 ,23.1165019951 ,113.3502834710 ,23.1161151017 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,43.52352542
2358,362,362,77,113.3504132250 ,23.1164923379 ,113.3504661180 ,23.1167496474 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,42.90154032
2359,363,363,8658,113.3504361680 ,23.1167592917 ,113.3503752890 ,23.1165019951 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,207.3867147
2360,609,609,78,113.3504661180 ,23.1167496474 ,113.3510150660 ,23.1185753201 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,208.2157304
2361,611,611,8657,113.3509771300 ,23.1185791792 ,113.3504361680 ,23.1167592917 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,47.80437457
2362,648,648,79,113.3510150660 ,23.1185753201 ,113.3511058840 ,23.1190022007 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,47.80438475
2363,649,649,8656,113.3510679480 ,23.1190060596 ,113.3509771300 ,23.1185791792 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,37.31247922
2364,667,667,80,113.3511058840 ,23.1190022007 ,113.3511747460 ,23.1193300569 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,36.69774316
2365,669,669,8655,113.3511368090 ,23.1193396135 ,113.3510679480 ,23.1190060596 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,37.31247922
2366,874,874,81,113.3511747460 ,23.1193300569 ,113.3515250290 ,23.1212436192 ,39589,44362,1,,440183,137,440100,4??,1844573,538308800,5121,unclassified, , ,B,0,0,F,F,36.69774316
2367,2476,2476,5657,113.3158430240 ,23.1300618385 ,113.3160865240 ,23.1300651754 ,39611,44395,1,,440183,137,440100,4??,1845078,538335656,5134,secondary_link, , ,F,0,0,F,F,24.74704219
2368,2477,2477,5344,113.3155915390 ,23.1300661133 ,113.3157202840 ,23.1299419195 ,39611,44395,1,,440183,137,440100,4??,1845078,538335656,5134,secondary_link, , ,F,0,0,F,F,65.91988222
2369,2478,2478,5656,113.3155915390 ,23.1300661133 ,113.3158430240 ,23.1300618385 ,39611,44395,1,,440183,137,440100,4??,1845078,538335656,5134,secondary_link, , ,F,0,0,F,F,65.91988222
2370,2480,2480,5658,113.3160865240 ,23.1300651754 ,113.3161923060 ,23.1300783694 ,39611,44395,1,,440183,137,440100,4??,1845078,538335656,5134,secondary_link, , ,F,0,0,F,F,10.84680872
2371,2486,2486,5659,113.3161923060 ,23.1300783694 ,113.3163220360 ,23.1301181072 ,39611,44395,1,,440183,137,440100,4??,1845078,538335656,5134,secondary_link, , ,F,0,0,F,F,13.88739878
2372,2120,2120,5487,113.3443960820 ,23.1277645077 ,113.3439849390 ,23.1262648265 ,39626,44410,1,,440183,137,440100,4??,1848210,538458899,5121,unclassified,平云路, ,F,0,0,F,F,169.994209
2373,718,718,5122,113.3378320370 ,23.1197400388 ,113.3378320570 ,23.1194501570 ,39630,44414,1,,440183,137,440100,4??,1848214,538458912,5114,secondary,马场路, ,F,0,0,F,F,23.45119854
2374,733,733,10345,113.3378320230 ,23.1199535516 ,113.3379917130 ,23.1199475631 ,39630,44414,1,,440183,137,440100,4??,1848214,538458912,5114,secondary,马场路, ,F,0,0,F,F,0.262253721
2375,738,738,10345,113.3378320230 ,23.1199535516 ,113.3379917130 ,23.1199475631 ,39630,44414,1,,440183,137,440100,4??,1848214,538458912,5114,secondary,马场路, ,F,0,0,F,F,0.262253721
2376,739,739,10345,113.3378320230 ,23.1199535516 ,113.3379917130 ,23.1199475631 ,39630,44414,1,,440183,137,440100,4??,1848214,538458912,5114,secondary,马场路, ,F,0,0,F,F,0.262253721
2377,697,697,6558,113.3805962910 ,23.1196024480 ,113.3810460180 ,23.1194458131 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,48.83862772
2378,777,777,6557,113.3773105740 ,23.1203693557 ,113.3805962910 ,23.1196024480 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,98.9085995
2379,796,796,6556,113.3763653170 ,23.1205836407 ,113.3773105740 ,23.1203693557 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,98.9085995
2380,804,804,6555,113.3758547330 ,23.1207080211 ,113.3763653170 ,23.1205836407 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,53.65946515
2381,812,812,6554,113.3754430770 ,23.1208018374 ,113.3758547330 ,23.1207080211 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,43.08724231
2382,828,828,6553,113.3750004520 ,23.1209299734 ,113.3754430770 ,23.1208018374 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,20.03789292
2383,834,834,6552,113.3748096170 ,23.1209758243 ,113.3750004520 ,23.1209299734 ,39651,44435,1,,440183,137,440100,4??,1850245,538620542,5112,trunk,黄埔大道中, ,F,0,0,F,F,20.03789292
2384,945,945,6580,113.3739633570 ,23.1213178529 ,113.3727285000 ,23.1216564819 ,39652,44436,1,,440183,137,440100,4??,1850246,538620543,5112,trunk,黄埔大道中, ,F,0,0,F,F,130.8953309
2385,1,1,6262,113.3683402920 ,23.1046678381 ,113.3683552460 ,23.1050911461 ,39734,44519,1,,440183,137,440100,4??,1856667,539340094,5112,trunk,科韵路, ,F,0,0,F,F,46.53843178
2386,746,746,6274,113.3690324800 ,23.1197194832 ,113.3690474390 ,23.1200874167 ,39743,44528,1,,440183,137,440100,4??,1856710,539342313,5112,trunk,科韵路, ,F,0,0,F,F,121.6209738
2387,772,772,6275,113.3690474390 ,23.1200874167 ,113.3690863810 ,23.1202970886 ,39743,44528,1,,440183,137,440100,4??,1856710,539342313,5112,trunk,科韵路, ,F,0,0,F,F,23.37578461
2388,875,875,6276,113.3690863810 ,23.1202970886 ,113.3692381480 ,23.1212464362 ,39743,44528,1,,440183,137,440100,4??,1856710,539342313,5112,trunk,科韵路, ,F,0,0,F,F,23.37578461
2389,947,947,6277,113.3692381480 ,23.1212464362 ,113.3692990520 ,23.1216639000 ,39743,44528,1,,440183,137,440100,4??,1856710,539342313,5112,trunk,科韵路, ,F,0,0,F,F,105.4463819
