FID_1,FID_1_1,FID_,FID_base_t,x_s,y_s,x_e,y_e,FID_2,OBJECTID,FID_市界,NAME,ADMINCODE,KIND,CITYCODE,PROVINCENA,FID_gis_os,osm_id,code,fclass,name_1,ref,oneway,maxspeed,layer,bridge,tunnel,road_len
7839,6226,6226,7218,113.3116458600 ,23.1554865435 ,113.3117446560 ,23.1555435368 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,11.83028868
7840,6230,6230,7219,113.3117446560 ,23.1555435368 ,113.3117975460 ,23.1555834225 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,6.933768116
7841,6239,6239,7220,113.3117975460 ,23.1555834225 ,113.3119043230 ,23.1556728882 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,14.63902915
7842,6241,6241,7221,113.3119043230 ,23.1556728882 ,113.3119422440 ,23.1557033054 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,14.63902915
7843,6249,6249,7222,113.3119422440 ,23.1557033054 ,113.3124372340 ,23.1557824486 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,5.100099226
7844,6254,6254,7222,113.3119422440 ,23.1557033054 ,113.3124372340 ,23.1557824486 ,27338,30344,1,,440183,137,440100,4??,1394978,444873577,5113,primary,禺东西路, ,F,0,0,F,F,5.100099226
7845,6278,6278,3821,113.3121857340 ,23.1559373589 ,113.3120410280 ,23.1559338309 ,27339,30345,1,,440183,137,440100,4??,1394979,444873578,5133,primary_link, , ,F,0,0,F,F,14.70644294
7846,7010,7010,7251,113.3214443500 ,23.1613898707 ,113.3217716500 ,23.1617496052 ,27516,30522,1,,440183,137,440100,4??,1396017,445078267,5113,primary,燕岭路, ,F,0,0,F,F,6.72759398
7847,7047,7047,7252,113.3217716500 ,23.1617496052 ,113.3219841940 ,23.1620008013 ,27516,30522,1,,440183,137,440100,4??,1396017,445078267,5113,primary,燕岭路, ,F,0,0,F,F,51.64970429
7848,7081,7081,7253,113.3219841940 ,23.1620008013 ,113.3220680150 ,23.1620903063 ,27516,30522,1,,440183,137,440100,4??,1396017,445078267,5113,primary,燕岭路, ,F,0,0,F,F,35.04148588
7849,7146,7146,7254,113.3220680150 ,23.1620903063 ,113.3223274610 ,23.1623662031 ,27516,30522,1,,440183,137,440100,4??,1396017,445078267,5113,primary,燕岭路, ,F,0,0,F,F,13.00820948
7850,7161,7161,7255,113.3223274610 ,23.1623662031 ,113.3223803420 ,23.1625110459 ,27516,30522,1,,440183,137,440100,4??,1396017,445078267,5113,primary,燕岭路, ,F,0,0,F,F,40.16867348
7851,6897,6897,7248,113.3195184100 ,23.1601485340 ,113.3208196700 ,23.1609563336 ,27519,30525,1,,440183,137,440100,4??,1396047,445080856,5113,primary,燕岭路, ,F,0,0,F,F,12.52397591
7852,6932,6932,7249,113.3208196700 ,23.1609563336 ,113.3213904650 ,23.1613365944 ,27519,30525,1,,440183,137,440100,4??,1396047,445080856,5113,primary,燕岭路, ,F,0,0,F,F,69.61989912
7853,6937,6937,7249,113.3208196700 ,23.1609563336 ,113.3213904650 ,23.1613365944 ,27519,30525,1,,440183,137,440100,4??,1396047,445080856,5113,primary,燕岭路, ,F,0,0,F,F,69.61989912
7854,5103,5103,3669,113.3561088990 ,23.1469201851 ,113.3548977660 ,23.1472652565 ,27717,30753,1,,440183,137,440100,4??,1398815,445906428,5112,trunk,广园快速路, ,F,0,0,T,F,100.0917709
7855,5126,5126,3670,113.3548977660 ,23.1472652565 ,113.3542807340 ,23.1474339248 ,27718,30754,1,,440183,137,440100,4??,1398816,445906429,5112,trunk,广园快速路, ,F,0,0,F,F,65.37384946
7856,5565,5565,3552,113.3263329260 ,23.1519047145 ,113.3288837640 ,23.1510684850 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,193.8074974
7857,5568,5568,3552,113.3263329260 ,23.1519047145 ,113.3288837640 ,23.1510684850 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,193.8074974
7858,5664,5664,3552,113.3263329260 ,23.1519047145 ,113.3288837640 ,23.1510684850 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,193.8074974
7859,5673,5673,3551,113.3259906210 ,23.1520197230 ,113.3263329260 ,23.1519047145 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,37.00207692
7860,5677,5677,3550,113.3257161770 ,23.1521232067 ,113.3259906210 ,23.1520197230 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,30.43697766
7861,5688,5688,3549,113.3254417340 ,23.1522342876 ,113.3257161770 ,23.1521232067 ,27751,30787,1,,440183,137,440100,4??,1398907,445932119,5132,trunk_link,广园快速路, ,F,0,0,F,F,78.68265226
7862,5870,5870,3720,113.3235994620 ,23.1531930358 ,113.3228070670 ,23.1536215848 ,27757,30793,1,,440183,137,440100,4??,1398967,445937000,5112,trunk,广园快速路, ,F,0,0,F,F,93.26327702
7863,5787,5787,3717,113.3249626940 ,23.1526089565 ,113.3241323770 ,23.1529974925 ,27758,30794,1,,440183,137,440100,4??,1398968,445937002,5113,primary,广园快速路辅路, ,F,0,0,F,F,60.47452464
7864,5817,5817,3718,113.3241323770 ,23.1529974925 ,113.3238130240 ,23.1531621392 ,27758,30794,1,,440183,137,440100,4??,1398968,445937002,5113,primary,广园快速路辅路, ,F,0,0,F,F,37.14764156
7865,5510,5510,10229,113.2937514050 ,23.1506082604 ,113.2937893450 ,23.1505186351 ,27910,30976,1,,440183,137,440100,4??,1401611,446798165,5114,secondary,永福路, ,F,0,0,F,F,12.78425968
7866,5094,5094,10152,113.2958688930 ,23.1468336233 ,113.2957081580 ,23.1471980425 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,43.24204135
7867,5125,5125,10153,113.2957081580 ,23.1471980425 ,113.2956173050 ,23.1474326984 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,43.24204135
7868,5148,5148,10154,113.2956173050 ,23.1474326984 ,113.2955713800 ,23.1475490275 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,13.60643742
7869,5254,5254,10155,113.2955713800 ,23.1475490275 ,113.2953657030 ,23.1482243965 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,13.60643742
7870,5271,5271,10156,113.2953657030 ,23.1482243965 ,113.2953427370 ,23.1483215956 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,77.09055031
7871,5314,5314,10157,113.2953427370 ,23.1483215956 ,113.2952289250 ,23.1485620860 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,28.84264537
7872,5336,5336,10158,113.2952289250 ,23.1485620860 ,113.2950841680 ,23.1487929302 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,28.84264537
7873,5357,5357,10159,113.2950841680 ,23.1487929302 ,113.2950082950 ,23.1489056089 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,29.31906137
7874,5379,5379,10160,113.2950082950 ,23.1489056089 ,113.2948705310 ,23.1490468764 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,20.90040966
7875,5433,5433,10163,113.2945740370 ,23.1493638306 ,113.2943604010 ,23.1495815889 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,33.00957403
7876,5436,5436,10164,113.2943604010 ,23.1495815889 ,113.2942306190 ,23.1497457328 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,32.30418946
7877,5442,5442,10165,113.2942306190 ,23.1497457328 ,113.2942006680 ,23.1497991598 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,6.611969958
7878,5449,5449,10166,113.2942006680 ,23.1497991598 ,113.2941247950 ,23.1499060395 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,14.04719885
7879,5464,5464,10167,113.2941247950 ,23.1499060395 ,113.2940179660 ,23.1501674078 ,27911,30977,1,,440183,137,440100,4??,1401612,446798853,5114,secondary,永福路, ,F,0,0,F,F,30.69967159
7880,5120,5120,10243,113.2955484310 ,23.1473985244 ,113.2956632480 ,23.1470589709 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,95.40785597
7881,5255,5255,10242,113.2952588940 ,23.1482245703 ,113.2955484310 ,23.1473985244 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,95.40785597
7882,5303,5303,10241,113.2951680400 ,23.1484725203 ,113.2952588940 ,23.1482245703 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,28.76417321
7883,5315,5315,10240,113.2951221150 ,23.1485717557 ,113.2951680400 ,23.1484725203 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,11.85965134
7884,5323,5323,10239,113.2950532300 ,23.1486862224 ,113.2951221150 ,23.1485717557 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,29.87050595
7885,5361,5361,10238,113.2949014850 ,23.1489190766 ,113.2950532300 ,23.1486862224 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,29.87050595
7886,5381,5381,10237,113.2947866800 ,23.1490508105 ,113.2949014850 ,23.1489190766 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,15.99415187
7887,5390,5390,10161,113.2948705310 ,23.1490468764 ,113.2947866740 ,23.1491366767 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,13.03601284
7888,5392,5392,10236,113.2946798630 ,23.1491577410 ,113.2947866800 ,23.1490508105 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,15.99415187
7889,5412,5412,10162,113.2947866740 ,23.1491366767 ,113.2945740370 ,23.1493638306 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,33.00957403
7890,5428,5428,10235,113.2943074970 ,23.1495492866 ,113.2946798630 ,23.1491577410 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,57.28890525
7891,5434,5434,10234,113.2941777170 ,23.1496829424 ,113.2943074970 ,23.1495492866 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,19.73603583
7892,5438,5438,10233,113.2941248040 ,23.1497763904 ,113.2941777170 ,23.1496829424 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,11.58958386
7893,5447,5447,10232,113.2940559180 ,23.1498832588 ,113.2941248040 ,23.1497763904 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,17.68001611
7894,5459,5459,10231,113.2939950150 ,23.1500339970 ,113.2940559180 ,23.1498832588 ,27916,30982,1,,440183,137,440100,4??,1401637,446800544,5114,secondary,永福路, ,F,0,0,F,F,57.20132182
7895,5500,5500,10230,113.2937893450 ,23.1505186351 ,113.2939950150 ,23.1500339970 ,27917,30983,1,,440183,137,440100,4??,1401638,446800545,5114,secondary,永福路, ,F,0,0,T,F,57.20132182
7896,5597,5597,10177,113.2942464770 ,23.1514387421 ,113.2943682560 ,23.1515129173 ,27920,30986,1,,440183,137,440100,4??,1401641,446800548,5113,primary,永福路, ,F,0,0,F,F,14.81555611
7897,5605,5605,2512,113.2944291430 ,23.1515928880 ,113.2942005550 ,23.1514826985 ,27920,30986,1,,440183,137,440100,4??,1401641,446800548,5113,primary,永福路, ,F,0,0,F,F,8.671472516
7898,5610,5610,2511,113.2945050060 ,23.1516290516 ,113.2944291430 ,23.1515928880 ,27920,30986,1,,440183,137,440100,4??,1401641,446800548,5113,primary,永福路, ,F,0,0,F,F,8.671472516
7899,5614,5614,10178,113.2943682560 ,23.1515129173 ,113.2946956600 ,23.1517355024 ,27920,30986,1,,440183,137,440100,4??,1401641,446800548,5113,primary,永福路, ,F,0,0,F,F,14.81555611
7900,5631,5631,10178,113.2943682560 ,23.1515129173 ,113.2946956600 ,23.1517355024 ,27920,30986,1,,440183,137,440100,4??,1401641,446800548,5113,primary,永福路, ,F,0,0,F,F,14.81555611
7901,5541,5541,10226,113.2935906510 ,23.1511462053 ,113.2935756940 ,23.1508964272 ,27921,30987,1,,440183,137,440100,4??,1401642,446800549,5113,primary,恒福路, ,F,0,0,F,F,50.99101577
7902,5553,5553,10226,113.2935906510 ,23.1511462053 ,113.2935756940 ,23.1508964272 ,27921,30987,1,,440183,137,440100,4??,1401642,446800549,5113,primary,恒福路, ,F,0,0,F,F,50.99101577
7903,5613,5613,2510,113.2946497460 ,23.1516726012 ,113.2945050060 ,23.1516290516 ,27922,30988,1,,440183,137,440100,4??,1401643,446800550,5134,secondary_link,永福路辅路, ,F,0,0,F,F,8.933335844
7904,5617,5617,2510,113.2946497460 ,23.1516726012 ,113.2945050060 ,23.1516290516 ,27922,30988,1,,440183,137,440100,4??,1401643,446800550,5134,secondary_link,永福路辅路, ,F,0,0,F,F,8.933335844
7905,5620,5620,2509,113.2947106370 ,23.1516858976 ,113.2946497460 ,23.1516726012 ,27922,30988,1,,440183,137,440100,4??,1401643,446800550,5134,secondary_link,永福路辅路, ,F,0,0,F,F,6.356584451
7906,5669,5669,10180,113.2947864950 ,23.1517925332 ,113.2949771430 ,23.1519828500 ,27922,30988,1,,440183,137,440100,4??,1401643,446800550,5134,secondary_link,永福路辅路, ,F,0,0,F,F,11.15489234
7907,5684,5684,10181,113.2949771430 ,23.1519828500 ,113.2951677870 ,23.1522056533 ,27922,30988,1,,440183,137,440100,4??,1401643,446800550,5134,secondary_link,永福路辅路, ,F,0,0,F,F,31.21565916
7908,5504,5504,10168,113.2940179660 ,23.1501674078 ,113.2938801820 ,23.1505546759 ,27928,30994,1,,440183,137,440100,4??,1401983,446863517,5114,secondary,永福路, ,F,0,0,F,F,30.69967159
7909,7795,7795,1213,113.3188403130 ,23.1674330212 ,113.3184361530 ,23.1673404277 ,27930,30996,1,,440183,137,440100,4??,1401985,446863519,5134,secondary_link, , ,F,0,0,F,F,42.29759272
7910,7802,7802,1212,113.3190608540 ,23.1674936771 ,113.3188403130 ,23.1674330212 ,27931,30997,1,,440183,137,440100,4??,1401986,446863520,5113,primary,沙太南路, ,F,0,0,F,F,9.76256838
7911,7807,7807,1212,113.3190608540 ,23.1674936771 ,113.3188403130 ,23.1674330212 ,27931,30997,1,,440183,137,440100,4??,1401986,446863520,5113,primary,沙太南路, ,F,0,0,F,F,9.76256838
7912,7835,7835,4265,113.3191676250 ,23.1676174258 ,113.3192434650 ,23.1676763584 ,27931,30997,1,,440183,137,440100,4??,1401986,446863520,5113,primary,沙太南路, ,F,0,0,F,F,14.81251596
7913,7885,7885,4266,113.3192434650 ,23.1676763584 ,113.3196166580 ,23.1682266349 ,27931,30997,1,,440183,137,440100,4??,1401986,446863520,5113,primary,沙太南路, ,F,0,0,F,F,10.06354675
7914,7903,7903,4267,113.3196166580 ,23.1682266349 ,113.3197074600 ,23.1683733053 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,18.56753476
7915,7932,7932,4268,113.3197074600 ,23.1683733053 ,113.3198521460 ,23.1686037407 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,18.56753476
7916,7945,7945,4269,113.3198521460 ,23.1686037407 ,113.3199060280 ,23.1687008006 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,11.98641938
7917,7987,7987,4270,113.3199060280 ,23.1687008006 ,113.3200117960 ,23.1688970234 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,11.98641938
7918,7998,7998,4271,113.3200117960 ,23.1688970234 ,113.3200576940 ,23.1690036949 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,24.08749084
7919,8049,8049,4272,113.3200576940 ,23.1690036949 ,113.3201874050 ,23.1693142283 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,12.61309808
7920,8090,8090,4273,113.3201874050 ,23.1693142283 ,113.3202861850 ,23.1695619448 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,36.57348771
7921,8167,8167,4274,113.3202861850 ,23.1695619448 ,113.3206743190 ,23.1705030435 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,110.6581367
7922,8229,8229,4275,113.3206743190 ,23.1705030435 ,113.3210784130 ,23.1715604676 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,110.6581367
7923,8273,8273,4277,113.3212300790 ,23.1718613629 ,113.3213448290 ,23.1720613673 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,36.47205973
7924,8274,8274,4199,113.3213448290 ,23.1720613673 ,113.3215045110 ,23.1718914264 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,24.73259094
7925,8278,8278,4278,113.3213448290 ,23.1720613673 ,113.3213977130 ,23.1721585291 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,24.73259094
7926,8290,8290,4197,113.3213977130 ,23.1721585291 ,113.3213288490 ,23.1722482268 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,25.75333993
7927,8297,8297,4279,113.3213977130 ,23.1721585291 ,113.3215114660 ,23.1723279470 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,25.75333993
7928,8326,8326,4280,113.3215114660 ,23.1723279470 ,113.3216411870 ,23.1724955351 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,21.90835378
7929,8335,8335,4281,113.3216411870 ,23.1724955351 ,113.3217479600 ,23.1725944931 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,22.6416579
7930,8342,8342,4282,113.3217479600 ,23.1725944931 ,113.3217938620 ,23.1726381887 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,15.35697325
7931,8367,8367,4283,113.3217938620 ,23.1726381887 ,113.3223187500 ,23.1730547258 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,6.692322455
7932,8393,8393,4284,113.3223187500 ,23.1730547258 ,113.3227608140 ,23.1734142431 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,70.26397531
7933,8397,8397,4285,113.3227608140 ,23.1734142431 ,113.3230502010 ,23.1736482004 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,39.04841388
7934,8404,8404,4286,113.3230502010 ,23.1736482004 ,113.3234004590 ,23.1739278239 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,47.00650553
7935,8414,8414,4287,113.3234004590 ,23.1739278239 ,113.3245190920 ,23.1748313411 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,47.00650553
7936,8417,8417,4288,113.3245190920 ,23.1748313411 ,113.3248084800 ,23.1750577019 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,38.50394047
7937,8422,8422,4289,113.3248084800 ,23.1750577019 ,113.3251208200 ,23.1753202053 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,38.50394047
7938,8427,8427,4290,113.3251208200 ,23.1753202053 ,113.3255928210 ,23.1757311477 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,65.85597678
7939,8431,8431,4292,113.3256686600 ,23.1758034755 ,113.3257444990 ,23.1758776026 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,11.21015493
7940,8433,8433,4293,113.3257444990 ,23.1758776026 ,113.3257983830 ,23.1759537709 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,9.999272176
7941,8437,8437,4294,113.3257983830 ,23.1759537709 ,113.3259051540 ,23.1760947136 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,18.90502185
7942,8441,8441,4295,113.3259051540 ,23.1760947136 ,113.3259889710 ,23.1762470960 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,18.78207915
7943,8446,8446,4296,113.3259889710 ,23.1762470960 ,113.3260947420 ,23.1764242271 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,18.78207915
7944,8448,8448,4297,113.3260947420 ,23.1764242271 ,113.3261865390 ,23.1766279749 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,24.24929561
7945,8451,8451,4298,113.3261865390 ,23.1766279749 ,113.3263461850 ,23.1770224213 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,24.24929561
7946,8459,8459,4299,113.3263461850 ,23.1770224213 ,113.3264908540 ,23.1775159591 ,27932,30998,1,,440183,137,440100,4??,1401987,446863521,5113,primary,沙太南路, ,F,0,0,F,F,56.17879358
7947,7608,7608,4853,113.3186267860 ,23.1669492141 ,113.3185579320 ,23.1669035630 ,27937,31003,1,,440183,137,440100,4??,1402028,446865097,5113,primary,沙太南路, ,F,0,0,F,F,8.606973149
7948,7738,7738,4852,113.3190758140 ,23.1676308959 ,113.3186267860 ,23.1669492141 ,27937,31003,1,,440183,137,440100,4??,1402028,446865097,5113,primary,沙太南路, ,F,0,0,F,F,20.91094326
7949,7803,7803,4852,113.3190758140 ,23.1676308959 ,113.3186267860 ,23.1669492141 ,27937,31003,1,,440183,137,440100,4??,1402028,446865097,5113,primary,沙太南路, ,F,0,0,F,F,20.91094326
7950,7827,7827,4852,113.3190758140 ,23.1676308959 ,113.3186267860 ,23.1669492141 ,27937,31003,1,,440183,137,440100,4??,1402028,446865097,5113,primary,沙太南路, ,F,0,0,F,F,20.91094326
7951,7842,7842,4851,113.3190907770 ,23.1677166345 ,113.3190758140 ,23.1676308959 ,27937,31003,1,,440183,137,440100,4??,1402028,446865097,5113,primary,沙太南路, ,F,0,0,F,F,9.541761005
7952,7173,7173,4867,113.3154216740 ,23.1626272706 ,113.3153148980 ,23.1625474036 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,17.36628063
7953,7174,7174,7333,113.3154216740 ,23.1626272706 ,113.3153148980 ,23.1625474036 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,17.36628063
7954,7190,7190,4866,113.3156352240 ,23.1627908031 ,113.3154216740 ,23.1626272706 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,28.168344
7955,7193,7193,4865,113.3157030810 ,23.1628536502 ,113.3156352240 ,23.1627908031 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,12.84311615
7956,7196,7196,4864,113.3157869030 ,23.1629411576 ,113.3157030810 ,23.1628536502 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,27.81041709
7957,7203,7203,4863,113.3159465610 ,23.1631467756 ,113.3157869030 ,23.1629411576 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,27.81041709
7958,7216,7216,4862,113.3160762830 ,23.1633238613 ,113.3159465610 ,23.1631467756 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,30.62706618
7959,7222,7222,4861,113.3162519070 ,23.1635504407 ,113.3160762830 ,23.1633238613 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,42.40942598
7960,7235,7235,4860,113.3164794170 ,23.1638740840 ,113.3162519070 ,23.1635504407 ,27938,31004,1,,440183,137,440100,4??,1402029,446865098,5113,primary,沙太南路, ,F,0,0,F,F,42.40942598
7961,5185,5185,6331,113.3727577320 ,23.1469758949 ,113.3730773700 ,23.1477840690 ,28114,31189,1,,440183,137,440100,4??,1404486,447191951,5112,trunk,科韵北路, ,F,0,0,F,F,57.98822841
7962,6951,6951,7835,113.3766522790 ,23.1613939718 ,113.3766293210 ,23.1610470250 ,28116,31191,1,,440183,137,440100,4??,1404488,447191953,5121,unclassified,沐陂西路 Mupo Rd West, ,B,0,0,F,F,38.19005281
7963,7037,7037,7813,113.3767202270 ,23.1613481336 ,113.3767361710 ,23.1619696803 ,28116,31191,1,,440183,137,440100,4??,1404488,447191953,5121,unclassified,沐陂西路 Mupo Rd West, ,B,0,0,F,F,32.67344861
7964,6470,6470,7847,113.3761339940 ,23.1571693429 ,113.3755315680 ,23.1562013346 ,28126,31201,1,,440183,137,440100,4??,1404548,447215991,5112,trunk,科韵北路, ,F,0,0,F,F,122.7077887
7965,6507,6507,7846,113.3762249070 ,23.1573408996 ,113.3761339940 ,23.1571693429 ,28126,31201,1,,440183,137,440100,4??,1404548,447215991,5112,trunk,科韵北路, ,F,0,0,F,F,18.15808107
7966,6533,6533,7845,113.3762938400 ,23.1574933825 ,113.3762249070 ,23.1573408996 ,28126,31201,1,,440183,137,440100,4??,1404548,447215991,5112,trunk,科韵北路, ,F,0,0,F,F,36.85624479
7967,6567,6567,7844,113.3764307060 ,23.1578040474 ,113.3762938400 ,23.1574933825 ,28126,31201,1,,440183,137,440100,4??,1404548,447215991,5112,trunk,科韵北路, ,F,0,0,F,F,34.37485694
7968,6592,6592,7843,113.3765226100 ,23.1581051540 ,113.3764307060 ,23.1578040474 ,28126,31201,1,,440183,137,440100,4??,1404548,447215991,5112,trunk,科韵北路, ,F,0,0,F,F,34.37485694
